name,rating,genre,year,score,director,writer,star,budget,gross,runtime
The Book of Eli,R,Action,2010,6.9,Albert Hughes,Gary Whitta,Denzel Washington,80000000,157107755,118
Blue Valentine,R,Drama,2010,7.3,Derek Cianfrance,Derek Cianfrance,Ryan Gosling,1000000,15440333,112
Knight and Day,PG-13,Action,2010,6.3,James Mangold,Patrick O'Neill,Tom Cruise,117000000,261989769,109
Piranha 3D,R,Comedy,2010,5.4,Alexandre Aja,Pete Goldfinger,Elisabeth Shue,24000000,83188165,88
127 Hours,R,Biography,2010,7.5,Danny Boyle,Danny Boyle,James Franco,18000000,60738797,94
The Expendables,R,Action,2010,6.5,Sylvester Stallone,Dave Callaham,Sylvester Stallone,80000000,274470394,103
The Other Guys,PG-13,Action,2010,6.6,Adam McKay,Adam McKay,Will Ferrell,100000000,170458922,107
TRON: Legacy,PG,Action,2010,6.8,Joseph Kosinski,Edward Kitsis,Jeff Bridges,170000000,400063852,125
Life as We Know It,PG-13,Comedy,2010,6.5,Greg Berlanti,Ian Deitchman,Katherine Heigl,38000000,105734416,114
I Saw the Devil,Not Rated,Action,2010,7.8,Jee-woon Kim,Park Hoon-jung,Lee Byung-hun,,12966357,144
Toy Story 3,G,Animation,2010,8.2,Lee Unkrich,John Lasseter,Tom Hanks,200000000,1066970811,103
The Next Three Days,PG-13,Action,2010,7.3,Paul Haggis,Paul Haggis,Russell Crowe,30000000,67448651,133
Easy A,PG-13,Comedy,2010,7,Will Gluck,Bert V. Royal,Emma Stone,8000000,75026327,92
The King's Speech,R,Biography,2010,8,Tom Hooper,David Seidler,Colin Firth,15000000,427374317,118
The Fighter,R,Biography,2010,7.8,David O. Russell,Scott Silver,Mark Wahlberg,25000000,129190869,116
Machete,R,Action,2010,6.6,Ethan Maniquis,Robert Rodriguez,Danny Trejo,10500000,45491656,105
The Debt,R,Drama,2010,6.8,John Madden,Matthew Vaughn,Helen Mirren,20000000,45636368,113
Megamind,PG,Animation,2010,7.2,Tom McGrath,Alan Schoolcraft,Will Ferrell,130000000,321885765,95
The Losers,PG-13,Action,2010,6.3,Sylvain White,Peter Berg,Idris Elba,25000000,29397654,97
Unstoppable,PG-13,Action,2010,6.8,Tony Scott,Mark Bomback,Denzel Washington,100000000,167805466,98
The Karate Kid,PG,Action,2010,6.2,Harald Zwart,Christopher Murphey,Jackie Chan,40000000,359126022,140
Eat Pray Love,PG-13,Biography,2010,5.8,Ryan Murphy,Ryan Murphy,Julia Roberts,60000000,204594016,133
Centurion,R,Action,2010,6.3,Neil Marshall,Neil Marshall,Michael Fassbender,12000000,6890432,97
The A-Team,PG-13,Action,2010,6.7,Joe Carnahan,Joe Carnahan,Liam Neeson,110000000,177238796,117
Animal Kingdom,R,Crime,2010,7.3,David Michôd,David Michôd,James Frecheville,,7209912,113
Hot Tub Time Machine,R,Comedy,2010,6.4,Steve Pink,Josh Heald,John Cusack,36000000,64780213,101
Prince of Persia: the Sands of Time,PG-13,Action,2010,6.6,Mike Newell,Boaz Yakin,Jake Gyllenhaal,200000000,336365676,116
Diary of a Wimpy Kid,PG,Animation,2010,6.2,Thor Freudenthal,Jackie Filgo,Zachary Gordon,15000000,76196538,120
Never Let Me Go,R,Drama,2010,7.1,Mark Romanek,Kazuo Ishiguro,Keira Knightley,15000000,9918093,103
Predators,R,Action,2010,6.4,Nimród Antal,Alex Litvak,Adrien Brody,40000000,127233108,107
Buried,R,Drama,2010,7,Rodrigo Cortés,Chris Sparling,Ryan Reynolds,3000000,19439764,95
Legion,R,Action,2010,5.3,Scott Stewart,Peter Schink,Paul Bettany,26000000,67918658,100
Remember Me,PG-13,Drama,2010,7.1,Allen Coulter,Will Fetters,Robert Pattinson,16000000,56032889,113
Jonah Hex,PG-13,Action,2010,4.7,Jimmy Hayward,Mark Neveldine,Josh Brolin,47000000,10903312,81
Salt,PG-13,Action,2010,6.4,Phillip Noyce,Kurt Wimmer,Angelina Jolie,110000000,293503354,100
Morning Glory,PG-13,Comedy,2010,6.5,Roger Michell,Aline Brosh McKenna,Rachel McAdams,40000000,60040976,107
Winter's Bone,R,Drama,2010,7.2,Debra Granik,Debra Granik,Jennifer Lawrence,2000000,13796834,100
A Nightmare on Elm Street,R,Crime,2010,5.2,Samuel Bayer,Wesley Strick,Jackie Earle Haley,35000000,115695182,95
Resident Evil: Afterlife,R,Action,2010,5.8,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich,60000000,300228084,96
Takers,PG-13,Action,2010,6.2,John Luessenhop,Peter Allen,Chris Brown,32000000,80205382,107
Boy,Not Rated,Comedy,2010,7.5,Taika Waititi,Taika Waititi,James Rolleston,,43551154,87
The Way Back,PG-13,Adventure,2010,7.3,Peter Weir,Slavomir Rawicz,Jim Sturgess,30000000,24172201,133
Killers,PG-13,Action,2010,5.5,Robert Luketic,Bob DeRosa,Katherine Heigl,75000000,98159963,100
Tucker and Dale vs Evil,R,Comedy,2010,7.5,Eli Craig,Eli Craig,Tyler Labine,,5224938,89
Due Date,R,Comedy,2010,6.5,Todd Phillips,Alan R. Cohen,Robert Downey Jr.,65000000,211780824,95
Devil,PG-13,Horror,2010,6.2,John Erick Dowdle,Brian Nelson,Chris Messina,10000000,62695489,80
Green Zone,R,Action,2010,6.8,Paul Greengrass,Brian Helgeland,Matt Damon,100000000,154711438,115
Faster,R,Action,2010,6.4,George Tillman Jr.,Tony Gayton,Dwayne Johnson,24000000,35626958,98
Super,R,Action,2010,6.7,James Gunn,James Gunn,Rainn Wilson,2500000,422618,96
It's Kind of a Funny Story,PG-13,Comedy,2010,7.1,Anna Boden,Anna Boden,Keir Gilchrist,8000000,6491240,101
The Crazies,R,Horror,2010,6.5,Breck Eisner,Scott Kosar,Radha Mitchell,20000000,54806823,101
Shrek Forever After,PG,Animation,2010,6.3,Mike Mitchell,Josh Klausner,Mike Myers,165000000,752600867,93
The Chronicles of Narnia: the Voyage of the Dawn Treader,PG,Adventure,2010,6.3,Michael Apted,Christopher Markus,Ben Barnes,155000000,415686217,113
Saw: The Final Chapter,R,Crime,2010,5.6,Kevin Greutert,Patrick Melton,Tobin Bell,,,
Let Me In,R,Drama,2010,7.1,Matt Reeves,Matt Reeves,Kodi Smit-McPhee,20000000,27093592,116
The Wolfman,R,Drama,2010,5.8,Joe Johnston,Andrew Kevin Walker,Benicio Del Toro,,,
The Kids Are All Right,R,Comedy,2010,7,Lisa Cholodenko,Lisa Cholodenko,Annette Bening,4000000,34758951,106
Date Night,PG-13,Comedy,2010,6.3,Shawn Levy,Josh Klausner,Steve Carell,55000000,152263880,88
Leap Year,PG,Comedy,2010,6.5,Anand Tucker,Deborah Kaplan,Amy Adams,19000000,32686500,100
Four Lions,R,Comedy,2010,7.3,Christopher Morris,Christopher Morris,Will Adamsdale,,6149356,97
Little Fockers,PG-13,Comedy,2010,5.5,Paul Weitz,John Hamburg,Ben Stiller,100000000,310650585,98
The Runaways,R,Biography,2010,6.5,Floria Sigismondi,Floria Sigismondi,Kristen Stewart,10000000,4681651,106
The Sorcerer's Apprentice,PG,Action,2010,6.1,Jon Turteltaub,Lawrence Konner,Nicolas Cage,150000000,215283742,109
MacGruber,R,Action,2010,5.5,Jorma Taccone,Will Forte,Will Forte,10000000,9322895,90
Frozen,R,Adventure,2010,6.1,Adam Green,Adam Green,Shawn Ashmore,,3843774,93
Beyond the Black Rainbow,R,Horror,2010,6,Panos Cosmatos,Panos Cosmatos,Eva Bourne,,56491,110
The Ghost Writer,PG-13,Crime,2010,7.2,Roman Polanski,Robert Harris,Ewan McGregor,45000000,60331447,128
Skyline,PG-13,Action,2010,4.4,Colin Strause,Joshua Cordes,Eric Balfour,10000000,66984887,92
Uncle Boonmee Who Can Recall His Past Lives,Not Rated,Drama,2010,6.7,Apichatpong Weerasethakul,Phra Sripariyattiweti,Thanapat Saisaymar,,1214424,114
Edge of Darkness,R,Action,2010,6.6,Martin Campbell,William Monahan,Mel Gibson,80000000,81126522,117
The Man from Nowhere,R,Action,2010,7.8,Jeong-beom Lee,Jeong-beom Lee,Won Bin,,44723232,119
Ramona and Beezus,G,Comedy,2010,6.5,Elizabeth Allen Rosenbaum,Laurie Craig,Joey King,15000000,27293743,103
Trollhunter,PG-13,Drama,2010,7,André Øvredal,André Øvredal,Otto Jespersen,,5341098,103
Valentine's Day,PG-13,Comedy,2010,5.7,Garry Marshall,Katherine Fugate,Julia Roberts,52000000,216485654,125
Letters to Juliet,PG,Adventure,2010,6.5,Gary Winick,Jose Rivera,Amanda Seyfried,30000000,79628830,105
Dear John,PG-13,Drama,2010,6.3,Lasse Hallström,Jamie Linden,Channing Tatum,25000000,114984666,108
Get Him to the Greek,R,Comedy,2010,6.3,Nicholas Stoller,Nicholas Stoller,Jonah Hill,40000000,91720255,109
Dinner for Schmucks,PG-13,Comedy,2010,5.9,Jay Roach,David Guion,Steve Carell,69000000,86855739,114
How Do You Know,PG-13,Comedy,2010,5.4,James L. Brooks,James L. Brooks,Reese Witherspoon,120000000,48668907,121
The Secret World of Arrietty,G,Animation,2010,7.6,Hiromasa Yonebayashi,Mary Norton,Amy Poehler,23000000,149411550,94
Gulliver's Travels,PG,Adventure,2010,4.9,Rob Letterman,Joe Stillman,Jack Black,112000000,237382724,85
Submarine,R,Comedy,2010,7.3,Richard Ayoade,Richard Ayoade,Craig Roberts,,3875173,97
Tooth Fairy,PG,Comedy,2010,5,Michael Lembeck,Lowell Ganz,Dwayne Johnson,48000000,112462508,101
The Switch,PG-13,Comedy,2010,6.1,Josh Gordon,Jeffrey Eugenides,Jennifer Aniston,19000000,49843011,101
Step Up,PG-13,Drama,2010,6.2,Jon M. Chu,Amy Andelson,Sharni Vinson,30000000,159291809,107
The Way,PG-13,Comedy,2010,7.4,Emilio Estevez,Emilio Estevez,Martin Sheen,,13348704,123
Elektra Luxx,R,Comedy,2010,5.1,Sebastian Gutierrez,Sebastian Gutierrez,Joseph Gordon-Levitt,,11514,100
Black Death,R,Action,2010,6.4,Christopher Smith,Dario Poloni,Eddie Redmayne,,382879,102
Certified Copy,Not Rated,Drama,2010,7.3,Abbas Kiarostami,Abbas Kiarostami,Juliette Binoche,,7736632,106
Wall Street: Money Never Sleeps,PG-13,Drama,2010,6.2,Oliver Stone,Allan Loeb,Shia LaBeouf,70000000,134748021,133
The Last Song,PG,Drama,2010,6,Julie Anne Robinson,Nicholas Sparks,Miley Cyrus,20000000,89137047,107
Cop Out,R,Action,2010,5.6,Kevin Smith,Robb Cullen,Bruce Willis,30000000,55611001,107
Rubber,R,Comedy,2010,5.8,Quentin Dupieux,Quentin Dupieux,Stephen Spinella,500000,101729,82
Biutiful,R,Drama,2010,7.5,Alejandro G. Iñárritu,Alejandro G. Iñárritu,Javier Bardem,,25147786,148
You Again,PG,Comedy,2010,5.8,Andy Fickman,Moe Jelline,Kristen Bell,20000000,32054369,105
The Bounty Hunter,PG-13,Action,2010,5.6,Andy Tennant,Sarah Thorp,Jennifer Aniston,40000000,136333522,110
From Paris with Love,R,Action,2010,6.4,Pierre Morel,Adi Hasak,John Travolta,52000000,52844496,92
13 Assassins,R,Action,2010,7.6,Takashi Miike,Kaneo Ikegami,Kôji Yakusho,6000000,18689058,141
Nanny McPhee Returns,PG,Comedy,2010,6.1,Susanna White,Emma Thompson,Emma Thompson,35000000,93251121,109
All Good Things,R,Crime,2010,6.3,Andrew Jarecki,Marcus Hinchey,Ryan Gosling,,1754389,101
Wild Target,PG-13,Action,2010,6.8,Jonathan Lynn,Lucinda Coxon,Bill Nighy,8000000,3494154,98
When in Rome,PG-13,Comedy,2010,5.6,Mark Steven Johnson,David Diamond,Kristen Bell,55000000,43053376,91
Going the Distance,R,Comedy,2010,6.3,Nanette Burstein,Geoff LaTulippe,Drew Barrymore,32000000,42059111,102
Somewhere,R,Comedy,2010,6.3,Sofia Coppola,Sofia Coppola,Stephen Dorff,7000000,14788642,97
Secretariat,PG,Biography,2010,7.2,Randall Wallace,Mike Rich,Diane Lane,35000000,60321861,123
Ip Man 2,R,Action,2010,7.5,Wilson Yip,Tai-lee Chan,Donnie Yen,,15089448,108
Death at a Funeral,R,Comedy,2010,5.7,Neil LaBute,Dean Craig,Chris Rock,21000000,49050886,92
The Spy Next Door,PG,Action,2010,5.5,Brian Levant,Jonathan Bernstein,Jackie Chan,28000000,66166000,94
Hereafter,PG-13,Drama,2010,6.4,Clint Eastwood,Peter Morgan,Matt Damon,50000000,106956330,129
Repo Men,R,Action,2010,6.3,Miguel Sapochnik,Eric Garcia,Jude Law,32000000,18409891,111
Vampires Suck,PG-13,Comedy,2010,3.4,Jason Friedberg,Jason Friedberg,Jenn Proske,20000000,80547866,82
I'm Still Here,R,Comedy,2010,6.2,Casey Affleck,Casey Affleck,Joaquin Phoenix,,626396,108
The Whistleblower,R,Biography,2010,7.1,Larysa Kondracki,Larysa Kondracki,Rachel Weisz,,1870392,112
Tamara Drewe,R,Comedy,2010,6.2,Stephen Frears,Posy Simmonds,Gemma Arterton,,12037973,107
Twelve,R,Action,2010,5.6,Joel Schumacher,Jordan Melamed,Chace Crawford,5000000,2648195,93
The Housemaid,Not Rated,Drama,2010,6.4,Sang-soo Im,Ki-young Kim,Jeon Do-yeon,,15038301,107
Beginners,R,Comedy,2010,7.2,Mike Mills,Mike Mills,Ewan McGregor,3200000,14311701,105
Legend of the Guardians: the Owls of Ga'Hoole,PG,Animation,2010,6.9,Zack Snyder,John Orloff,Jim Sturgess,80000000,140073390,97
Rabbit Hole,PG-13,Drama,2010,7,John Cameron Mitchell,David Lindsay-Abaire,Nicole Kidman,5000000,5144717,91
Meek's Cutoff,PG,Adventure,2010,6.6,Kelly Reichardt,Jonathan Raymond,Michelle Williams,2000000,1205257,104
Conviction,R,Biography,2010,7.2,Tony Goldwyn,Pamela Gray,Hilary Swank,12500000,11104555,107
Trust,R,Crime,2010,6.9,David Schwimmer,Andy Bellin,Clive Owen,4000000,595802,106
My Name Is Khan,PG-13,Drama,2010,8,Karan Johar,Shibani Bathija,Shah Rukh Khan,12000000,42345360,165
Last Night,R,Drama,2010,6.6,Massy Tadjedin,Massy Tadjedin,Keira Knightley,,11042068,93
The Company Men,R,Drama,2010,6.7,John Wells,John Wells,Ben Affleck,15000000,8087000,104
Cyrus,R,Comedy,2010,6.3,Jay Duplass,Mark Duplass,John C. Reilly,7000000,9933873,91
Paranormal Activity 2,R,Horror,2010,5.7,Tod Williams,Michael R. Perry,Katie Featherston,3000000,177512032,91
The Killer Inside Me,R,Crime,2010,6.1,Michael Winterbottom,John Curran,Casey Affleck,13000000,4052191,109
The Extra Man,R,Comedy,2010,5.8,Shari Springer Berman,Robert Pulcini,Kevin Kline,7000000,649626,108
Greenberg,R,Comedy,2010,6.1,Noah Baumbach,Jennifer Jason Leigh,Ben Stiller,,6344112,107
Stone,R,Drama,2010,5.4,John Curran,Angus MacLachlan,Edward Norton,22000000,10300416,105
Why Did I Get Married Too?,PG-13,Comedy,2010,4.7,Tyler Perry,Tyler Perry,Janet Jackson,20000000,60673972,121
The Last Exorcism,PG-13,Horror,2010,5.7,Daniel Stamm,Huck Botko,Patrick Fabian,1800000,69432527,87
Dirty Girl,R,Comedy,2010,6.4,Abe Sylvia,Abe Sylvia,Juno Temple,4000000,143485,90
London Boulevard,R,Crime,2010,6.2,William Monahan,William Monahan,Colin Farrell,25000000,8307227,103
Fair Game,PG-13,Biography,2010,6.8,Doug Liman,Jez Butterworth,Naomi Watts,22000000,25806953,108
The Silence,Not Rated,Crime,2010,7,Baran bo Odar,Baran bo Odar,Ulrich Thomsen,,416675,118
The Back-up Plan,PG-13,Comedy,2010,5.4,Alan Poul,Kate Angelo,Jennifer Lopez,35000000,77477008,104
What If...,PG,Drama,2010,6.4,Dallas Jenkins,Chuck Konzelman,Kevin Sorbo,,814906,111
Udaan,Not Rated,Drama,2010,8.2,Vikramaditya Motwane,Vikramaditya Motwane,Rajat Barmecha,,434862,134
Don't Be Afraid of the Dark,R,Fantasy,2010,5.6,Troy Nixey,Guillermo del Toro,Katie Holmes,25000000,38269529,99
Country Strong,PG-13,Drama,2010,6.3,Shana Feste,Shana Feste,Garrett Hedlund,15000000,20529194,117
Little White Lies,Not Rated,Comedy,2010,7.1,Guillaume Canet,Guillaume Canet,François Cluzet,,53319615,154
Charlie St. Cloud,PG-13,Drama,2010,6.4,Burr Steers,Craig Pearce,Zac Efron,44000000,48190704,99
Snabba Cash,R,Action,2010,6.7,Daniel Espinosa,Daniel Espinosa,Joel Kinnaman,,8444544,124
Stake Land,R,Drama,2010,6.5,Jim Mickle,Nick Damici,Connor Paolo,650000,405380,98
Vanishing on 7th Street,R,Horror,2010,4.9,Brad Anderson,Anthony Jaswinski,Hayden Christensen,10000000,1671196,92
Barney's Version,R,Comedy,2010,7.3,Richard J. Lewis,Mordecai Richler,Paul Giamatti,30000000,12106921,134
You Will Meet a Tall Dark Stranger,R,Comedy,2010,6.3,Woody Allen,Woody Allen,Anthony Hopkins,22000000,36015260,98
The Conspirator,PG-13,Crime,2010,6.9,Robert Redford,James D. Solomon,Robin Wright,25000000,15625544,122
Furry Vengeance,PG,Comedy,2010,3.8,Roger Kumble,Michael Carnes,Brendan Fraser,35000000,36351945,92
The Tempest,PG-13,Comedy,2010,5.4,Julie Taymor,Julie Taymor,Helen Mirren,20000000,405861,110
Henry's Crime,R,Comedy,2010,6,Malcolm Venville,Sacha Gervasi,Keanu Reeves,12000000,2169799,108
Extraordinary Measures,PG,Drama,2010,6.4,Tom Vaughan,Robert Nelson Jacobs,Brendan Fraser,31000000,15134293,106
Yogi Bear,PG,Animation,2010,4.6,Eric Brevig,Jennifer Ventimilia,Dan Aykroyd,80000000,203509374,80
My Soul to Take,R,Horror,2010,4.8,Wes Craven,Wes Craven,Max Thieriot,25000000,21500813,107
Elle s'appelait Sarah,PG-13,Drama,2010,7.5,Gilles Paquet-Brenner,Tatiana De Rosnay,Kristin Scott Thomas,,24792815,111
The Warrior's Way,R,Action,2010,6.3,Sngmoo Lee,Sngmoo Lee,Jang Dong-Gun,42000000,11103434,100
Hatchet II,R,Action,2010,5.5,Adam Green,Adam Green,Danielle Harris,800000,156190,85
The Trip,Not Rated,Comedy,2010,7,Michael Winterbottom,,Steve Coogan,,3945217,112
Hesher,R,Drama,2010,7,Spencer Susser,Spencer Susser,Joseph Gordon-Levitt,7000000,449702,106
For Colored Girls,R,Drama,2010,6.1,Tyler Perry,Tyler Perry,Janet Jackson,21000000,37981984,133
The Perfect Host,R,Comedy,2010,6.8,Nick Tomnay,Nick Tomnay,David Hyde Pierce,500000,453708,93
Love Ranch,R,Biography,2010,5.6,Taylor Hackford,Mark Jacobson,Helen Mirren,25000000,146149,117
Love Crime,Not Rated,Crime,2010,6.5,Alain Corneau,Alain Corneau,Ludivine Sagnier,,3696522,106
Passion Play,R,Drama,2010,4.6,Mitch Glazer,Mitch Glazer,Mickey Rourke,8000000,25603,94
Kaboom,Not Rated,Comedy,2010,5.7,Gregg Araki,Gregg Araki,Thomas Dekker,,635162,86
Everything Must Go,R,Drama,2010,6.4,Dan Rush,Dan Rush,Will Ferrell,5000000,2820490,97
Captain America: the First Avenger,PG-13,Action,2011,6.9,Joe Johnston,Christopher Markus,Chris Evans,140000000,370569774,124
Thor,PG-13,Action,2011,7,Kenneth Branagh,Ashley Miller,Chris Hemsworth,150000000,449326618,115
Harry Potter and the Deathly Hallows: Part 2,PG-13,Adventure,2011,8.1,David Yates,Steve Kloves,Daniel Radcliffe,125000000,1342321665,130
Take Shelter,R,Drama,2011,7.4,Jeff Nichols,Jeff Nichols,Michael Shannon,5000000,3741098,120
Bridesmaids,R,Comedy,2011,6.8,Paul Feig,Kristen Wiig,Kristen Wiig,32500000,288383523,125
Fast Five,PG-13,Action,2011,7.3,Justin Lin,Chris Morgan,Vin Diesel,125000000,626137675,130
Midnight in Paris,PG-13,Comedy,2011,7.7,Woody Allen,Woody Allen,Owen Wilson,17000000,151653750,94
Moneyball,PG-13,Biography,2011,7.6,Bennett Miller,Steven Zaillian,Brad Pitt,50000000,110206216,133
The Girl with the Dragon Tattoo,R,Crime,2011,7.8,David Fincher,Steven Zaillian,Daniel Craig,90000000,232617430,158
Just Go with It,PG-13,Comedy,2011,6.4,Dennis Dugan,Allan Loeb,Adam Sandler,80000000,214945591,117
The Intouchables,R,Biography,2011,8.5,Olivier Nakache,Olivier Nakache,François Cluzet,,426588510,112
Drive,R,Crime,2011,7.8,Nicolas Winding Refn,Hossein Amini,Ryan Gosling,15000000,77187281,100
Green Lantern,PG-13,Action,2011,5.5,Martin Campbell,Greg Berlanti,Ryan Reynolds,200000000,219851172,114
The Cabin in the Woods,R,Horror,2011,7,Drew Goddard,Joss Whedon,Kristen Connolly,30000000,69935600,95
The Help,PG-13,Drama,2011,8,Tate Taylor,Tate Taylor,Emma Stone,25000000,216639112,146
"Crazy, Stupid, Love.",PG-13,Comedy,2011,7.4,Glenn Ficarra,Dan Fogelman,Steve Carell,50000000,145051197,118
No Strings Attached,R,Comedy,2011,6.2,Ivan Reitman,Elizabeth Meriwether,Natalie Portman,25000000,149228077,108
Pirates of the Caribbean: on Stranger Tides,PG-13,Action,2011,6.6,Rob Marshall,Ted Elliott,Johnny Depp,250000000,1045713802,136
Sucker Punch,PG-13,Action,2011,6,Zack Snyder,Zack Snyder,Emily Browning,82000000,89792502,110
Warrior,PG-13,Action,2011,8.1,Gavin O'Connor,Gavin O'Connor,Tom Hardy,25000000,23308615,140
Kung Fu Panda 2,PG,Animation,2011,7.2,Jennifer Yuh Nelson,Jonathan Aibel,Jack Black,150000000,665692281,90
Friends with Benefits,R,Comedy,2011,6.5,Will Gluck,Keith Merryman,Mila Kunis,35000000,149542245,109
Immortals,R,Action,2011,6,Tarsem Singh,Charley Parlapanides,Henry Cavill,75000000,226904017,110
X-Men: First Class,PG-13,Action,2011,7.7,Matthew Vaughn,Ashley Miller,James McAvoy,160000000,352616690,131
Contagion,PG-13,Drama,2011,6.7,Steven Soderbergh,Scott Z. Burns,Matt Damon,60000000,136515867,106
Bad Teacher,R,Comedy,2011,5.6,Jake Kasdan,Gene Stupnitsky,Cameron Diaz,20000000,216197492,92
In Time,PG-13,Action,2011,6.7,Andrew Niccol,Andrew Niccol,Justin Timberlake,40000000,173930596,109
One Day,PG-13,Drama,2011,7,Lone Scherfig,David Nicholls,Anne Hathaway,15000000,59389433,107
Scream 4,R,Horror,2011,6.1,Wes Craven,Kevin Williamson,Neve Campbell,40000000,97231420,111
Shame,NC-17,Drama,2011,7.2,Steve McQueen,Steve McQueen,Michael Fassbender,6500000,19123767,101
Mission: Impossible - Ghost Protocol,PG-13,Action,2011,7.4,Brad Bird,Bruce Geller,Tom Cruise,145000000,694713380,132
Super 8,PG-13,Mystery,2011,7,J.J. Abrams,J.J. Abrams,Elle Fanning,50000000,260095986,112
We Need to Talk About Kevin,R,Drama,2011,7.5,Lynne Ramsay,Lynne Ramsay,Tilda Swinton,7000000,9232318,112
Limitless,PG-13,Sci-Fi,2011,7.4,Neil Burger,Leslie Dixon,Bradley Cooper,27000000,161849455,105
Unknown,PG-13,Action,2011,6.8,Jaume Collet-Serra,Oliver Butcher,Liam Neeson,30000000,135710029,113
Transformers: Dark of the Moon,PG-13,Action,2011,6.2,Michael Bay,Ehren Kruger,Shia LaBeouf,195000000,1123794079,154
Cowboys & Aliens,PG-13,Action,2011,6,Jon Favreau,Roberto Orci,Daniel Craig,163000000,174822325,119
Tinker Tailor Soldier Spy,R,Drama,2011,7.1,Tomas Alfredson,John le Carré,Gary Oldman,,81529126,122
The Twilight Saga: Breaking Dawn - Part 1,PG-13,Adventure,2011,4.9,Bill Condon,Melissa Rosenberg,Kristen Stewart,110000000,712205856,117
Conan the Barbarian,R,Action,2011,5.2,Marcus Nispel,Thomas Dean Donnelly,Jason Momoa,90000000,63523283,113
Cars 2,G,Animation,2011,6.1,John Lasseter,John Lasseter,Owen Wilson,200000000,559852396,106
Rango,PG,Animation,2011,7.2,Gore Verbinski,John Logan,Johnny Depp,135000000,245724603,107
Melancholia,R,Drama,2011,7.2,Lars von Trier,Lars von Trier,Kirsten Dunst,7400000,17039814,135
Source Code,PG-13,Action,2011,7.5,Duncan Jones,Ben Ripley,Jake Gyllenhaal,32000000,147332697,93
Real Steel,PG-13,Action,2011,7,Shawn Levy,John Gatins,Hugh Jackman,110000000,299268508,127
Horrible Bosses,R,Comedy,2011,6.8,Seth Gordon,Michael Markowitz,Jason Bateman,35000000,209838559,98
Rio,PG,Animation,2011,6.9,Carlos Saldanha,Carlos Saldanha,Jesse Eisenberg,90000000,483866518,96
The Skin I Live In,R,Drama,2011,7.6,Pedro Almodóvar,Thierry Jonquet,Antonio Banderas,,33750478,120
Sherlock Holmes: A Game of Shadows,PG-13,Action,2011,7.5,Guy Ritchie,Michele Mulroney,Robert Downey Jr.,125000000,543848418,129
